player_id,player_name,player_url,player_category,Season,Age,Squad,Competition,LgRank,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
065a00d5,Daniel Chacón,https://fbref.com/en/players/065a00d5/Daniel-Chacon,CH,WCQ (1 Season),,,1.4,0,0,0,,,,,,,,,0,,,
065a00d5,Daniel Chacón,https://fbref.com/en/players/065a00d5/Daniel-Chacon,CH,Friendlies (M) (1 Season),,,1.5,0,0,0,,,,,,,,,0,,,
065a00d5,Daniel Chacón,https://fbref.com/en/players/065a00d5/Daniel-Chacon,CH,World Cup (1 Season),,,0.0,0,0,0,0,0,0,0,0,0,,,0,,,
065a00d5,Daniel Chacón,https://fbref.com/en/players/065a00d5/Daniel-Chacon,CH,WCQ Play-offs (1 Season),,,0.1,0,0,0,,,,,,,,,,,,
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,2019,21,krKorea Rep,1. World Cup,GR,2.0,0,0,0,3,3,0,4,4,3,0,1,0,Matches
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,2019,20,krKorea Rep,Friendlies (W),,2.7,0,0,0,,,,,,,,,0,Matches
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,2022,23,krKorea Republic,Friendlies (W),,3.9,0,0,0,,,,,,,,,0,Matches
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,2023,25,krKorea Republic,1. World Cup,GR,0.3,0,0,0,1,0,0,0,0,2,,,0,Matches
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,2023,24,krKorea Republic,Friendlies (W),,0.1,0,0,0,,,,,,,,,0,Matches
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,2024,25,krKorea Republic,Friendlies (W),,3.3,0,0,0,,,,,,,,,0,Matches
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,2026,27,krKorea Republic,Asian Cup,QF,1.1,0,0,0,0,1,0,2,0,0,,,0,Matches
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,5 Seasons,1 Club,3 Leagues,,13.5,0,0,0,4,4,0,6,4,5,0,1,0,,
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,Friendlies (W) (4 Seasons),,,10.1,0,0,0,,,,,,,,,0,,,
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,World Cup (2 Seasons),,,2.3,0,0,0,4,3,0,4,4,5,0,1,0,,,
2d66a387,Kang Chae-rim,https://fbref.com/en/players/2d66a387/Kang-Chae-rim,CH,Asian Cup (1 Season),,,1.1,0,0,0,0,1,0,2,0,0,,,0,,,
19a11e53,Han Chaerin,https://fbref.com/en/players/19a11e53/Han-Chaerin,CH,2018,21,krKorea Rep,Asian Cup,5th,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches
19a11e53,Han Chaerin,https://fbref.com/en/players/19a11e53/Han-Chaerin,CH,2019,22,krKorea Rep,Friendlies (W),,0.1,0,0,0,,,,,,,,,0,Matches
19a11e53,Han Chaerin,https://fbref.com/en/players/19a11e53/Han-Chaerin,CH,2 Seasons,1 Club,2 Leagues,,2.1,0,0,0,0,0,0,0,0,0,,,0,,
19a11e53,Han Chaerin,https://fbref.com/en/players/19a11e53/Han-Chaerin,CH,Asian Cup (1 Season),,,2.0,0,0,0,0,0,0,0,0,0,,,0,,,
19a11e53,Han Chaerin,https://fbref.com/en/players/19a11e53/Han-Chaerin,CH,Friendlies (W) (1 Season),,,0.1,0,0,0,,,,,,,,,0,,,
4fa0a4d6,Syamsul Chaeruddin,https://fbref.com/en/players/4fa0a4d6/Syamsul-Chaeruddin,CH,2004,20,idIndonesia,Asian Cup,GR,3.0,1,0,0,,,,,,,,,0,Matches
4fa0a4d6,Syamsul Chaeruddin,https://fbref.com/en/players/4fa0a4d6/Syamsul-Chaeruddin,CH,2006,22,idIndonesia,WCQ,,5.0,1,0,0,,,,,,,,,0,Matches
4fa0a4d6,Syamsul Chaeruddin,https://fbref.com/en/players/4fa0a4d6/Syamsul-Chaeruddin,CH,2007,23,idIndonesia,Asian Cup,GR,2.6,2,0,0,,,,,,,,,0,Matches
4fa0a4d6,Syamsul Chaeruddin,https://fbref.com/en/players/4fa0a4d6/Syamsul-Chaeruddin,CH,2011,27,idIndonesia,Asian Cup qualification,,2.5,1,0,0,,,,,,,,,0,Matches
4fa0a4d6,Syamsul Chaeruddin,https://fbref.com/en/players/4fa0a4d6/Syamsul-Chaeruddin,CH,5 Seasons,1 Club,3 Leagues,,13.1,5,0,0,,,,,,,,,0,,
4fa0a4d6,Syamsul Chaeruddin,https://fbref.com/en/players/4fa0a4d6/Syamsul-Chaeruddin,CH,Asian Cup (2 Seasons),,,5.6,3,0,0,,,,,,,,,0,,,
4fa0a4d6,Syamsul Chaeruddin,https://fbref.com/en/players/4fa0a4d6/Syamsul-Chaeruddin,CH,WCQ (2 Seasons),,,5.0,1,0,0,,,,,,,,,0,,,
4fa0a4d6,Syamsul Chaeruddin,https://fbref.com/en/players/4fa0a4d6/Syamsul-Chaeruddin,CH,Asian Cup qualification (1 Season),,,2.5,1,0,0,,,,,,,,,0,,,
64793924,Devon Chafa,https://fbref.com/en/players/64793924/Devon-Chafa,CH,2014,23,zwZimbabwe,WCQ,,2.0,1,0,0,,,,,,,,,0,Matches
64793924,Devon Chafa,https://fbref.com/en/players/64793924/Devon-Chafa,CH,2017,26,zwZimbabwe,Friendlies (M),,0.5,1,0,0,,,,,,,,,0,Matches
64793924,Devon Chafa,https://fbref.com/en/players/64793924/Devon-Chafa,CH,2019,28,zwZimbabwe,Africa Cup of Nations qualification,,0.0,0,0,0,,,,,,,,,0,Matches
64793924,Devon Chafa,https://fbref.com/en/players/64793924/Devon-Chafa,CH,3 Seasons,1 Club,3 Leagues,,2.5,2,0,0,,,,,,,,,0,,
64793924,Devon Chafa,https://fbref.com/en/players/64793924/Devon-Chafa,CH,WCQ (1 Season),,,2.0,1,0,0,,,,,,,,,0,,,
64793924,Devon Chafa,https://fbref.com/en/players/64793924/Devon-Chafa,CH,Friendlies (M) (1 Season),,,0.5,1,0,0,,,,,,,,,0,,,
64793924,Devon Chafa,https://fbref.com/en/players/64793924/Devon-Chafa,CH,Africa Cup of Nations qualification (1 Season),,,0.0,0,0,0,,,,,,,,,0,,,
bf28f02e,Marinho Chagas,https://fbref.com/en/players/bf28f02e/Marinho-Chagas,CH,1974,22,brBrazil,1. World Cup,4th,7.0,1,0,0,,,,,,,,,0,Matches
bf28f02e,Marinho Chagas,https://fbref.com/en/players/bf28f02e/Marinho-Chagas,CH,1 Season,1 Club,1 League,,7.0,1,0,0,,,,,,,,,0,,
